[5,11,0,0,0.759259259259259,1.30612244897959,2.04545454545455,2.22222222222222]

[6,15,0,0,0.303030303030303,1.66666666666667,1.41666666666667,1.82142857142857]

[37,45,0,0,1.11486486486486,1.272,2.38461538461538,2.04]



[106,104,0,0,7.894736842105263,8.52,0.466666666666667,0.647058823529412]

[105,109,0,0,6.24418604651163,6.38571428571429,0.492537313432836,0.446428571428571]

[119,113,0,0,6.46153846153846,6.857142857142857,1.06666666666667,0.757575757575758]




[122,111,0,0,7.71428571428571,9.61538461538462,0.1,0.9047619047619]

[15,34,0,0,1.14814814814815,2.17045454545455,2.74074074074074,3.23076923076923]
